物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
gragoo,灰雁 (Graylag Goose),Anser anser,五丰岛 (Wufeng Island),2025-11-09 14:10,30.0936579,120.1213419,1,CN-33,S283661161
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,五丰岛 (Wufeng Island),2025-11-09 14:10,30.0936579,120.1213419,15,CN-33,S283661161
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,五丰岛 (Wufeng Island),2025-11-09 14:10,30.0936579,120.1213419,18,CN-33,S283661161
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,五丰岛 (Wufeng Island),2025-11-09 14:10,30.0936579,120.1213419,45,CN-33,S283661161
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,南汇东滩 (Nanhui Dongtan),2025-11-09 14:51,30.918356,121.9774164,2,CN-31,S283625828
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南汇东滩 (Nanhui Dongtan),2025-11-09 14:51,30.918356,121.9774164,2,CN-31,S283625828
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-11-09 15:00,38.7358754,117.3537965,20,CN-12,S283702511
gragoo,灰雁 (Graylag Goose),Anser anser,沙城湿地 (Shacheng Wetlands),2025-11-09 15:36,40.3708803,115.4655815,1,CN-13,S283627311
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-09 15:36,40.3708803,115.4655815,1,CN-13,S283627311
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-09 15:36,40.3708803,115.4655815,1,CN-13,S283627311
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-09 15:36,40.3708803,115.4655815,1,CN-13,S283627311
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-09 17:30,39.777136,116.4605969,0,CN-11,S283639742
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-10 06:30,37.7590434,118.9921687,20,CN-37,S283949466
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-10 06:30,37.7590434,118.9921687,200,CN-37,S283949466
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,洋河滩涂,2025-11-10 08:08,40.367994,115.422067,400,CN-13,S283816160
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"乐余镇, 苏州市 CN-江苏省 31.94185, 120.78316",2025-11-10 08:12,31.941845,120.783163,4,CN-32,S283835192
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"乐余镇, 苏州市 CN-江苏省 31.94185, 120.78316",2025-11-10 08:12,31.941845,120.783163,12,CN-32,S283835192
gragoo,灰雁 (Graylag Goose),Anser anser,万亩鱼塘 (The Wanmu Fish Ponds),2025-11-10 08:54,38.7887624,117.4247183,0,CN-12,S283831270
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,万亩鱼塘 (The Wanmu Fish Ponds),2025-11-10 08:54,38.7887624,117.4247183,0,CN-12,S283831270
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-10 10:30,40.3708803,115.4655815,200,CN-13,S283850651
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-10 10:30,40.3708803,115.4655815,10,CN-13,S283850651
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-10 10:30,40.3708803,115.4655815,300,CN-13,S283850651
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-10 11:53,37.7590434,118.9921687,1000,CN-37,S286633039
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-10 11:53,37.7590434,118.9921687,300,CN-37,S286633039
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,", 林芝市, 西藏自治区, CN (29.903, 95.49)",2025-11-10 14:47,29.9031521,95.4902626,5,CN-54,S283827032
gragoo,灰雁 (Graylag Goose),Anser anser,"钱塘江四工段 (The Fourth Section, Qiantang River)",2025-11-10 14:57,30.3578927,120.4429865,6,CN-33,S283954107
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-10 15:30,30.2575136,119.9171877,30,CN-33,S285526926
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"余杭南湖 (South Lake, Yuhang)",2025-11-10 15:30,30.2575136,119.9171877,1,CN-33,S285526926
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,紫泥湖水库 (Zini Lake Reservoir),2025-11-10 16:00,39.049351,105.375699,1,CN-15,S285425803
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,太阳宫公园 (Taiyanggong Park),2025-11-10 16:04,39.9754402,116.4560439,1,CN-11,S283838731
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,北湖草荡 (Beihu Marshland),2025-11-10 18:42,30.347714,119.9294114,1,CN-33,S291145253
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,Yanghe river,2025-11-11 06:20,40.3689318,115.4290232,100,CN-13,S283969833
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,Yanghe river,2025-11-11 06:20,40.3689318,115.4290232,50,CN-13,S283969833
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,Yanghe river,2025-11-11 06:20,40.3689318,115.4290232,100,CN-13,S283969833
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,玉渊潭公园 (Yuyuantan Park),2025-11-11 07:30,39.9169675,116.3173091,4,CN-11,S283956374
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,洋河大黄庄段 (Yang River at Dahuangzhuang),2025-11-11 08:00,40.381494,115.3695145,100,CN-13,S291518278
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,野鸭湖 (Wild Duck Lake),2025-11-11 08:27,40.4095749,115.8468175,1,CN-11,S283969947
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,野鸭湖 (Wild Duck Lake),2025-11-11 08:27,40.4095749,115.8468175,1,CN-11,S283969947
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"Qiannan, Guizhou, CN (26.144, 107.609)",2025-11-11 08:47,26.1437417,107.6088883,1,CN-52,S283952034
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,三三公路与世纪塘路交叉口(浦东新区),2025-11-11 10:30,30.96047,121.9682,0,CN-31,S290004561
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,Yangshuo country walk,2025-11-11 12:18,24.799115,110.493223,3,CN-45,S283971292
gragoo,灰雁 (Graylag Goose),Anser anser,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-11 13:10,31.5040035,118.8386108,4,CN-34,S294176646
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-11 13:10,31.5040035,118.8386108,20,CN-34,S294176646
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-11 13:10,31.5040035,118.8386108,150,CN-34,S294176646
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-11-11 13:10,31.5040035,118.8386108,120,CN-34,S294176646
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"钱塘江外十工段 (The Outer Tenth Section, Qiantang River)",2025-11-11 14:05,30.3747507,120.6085297,1,CN-33,S284246439
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,余姚海涂 (Yuyao Coast),2025-11-11 14:50,30.2395523,120.9776044,26,CN-33,S284356190
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,余姚海涂 (Yuyao Coast),2025-11-11 14:50,30.2395523,120.9776044,10,CN-33,S284356190
gragoo,灰雁 (Graylag Goose),Anser anser,龙袍湿地 (Longpao Wetlands),2025-11-12 10:33,32.190193,118.9891502,20,CN-32,S284113978
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,龙袍湿地 (Longpao Wetlands),2025-11-12 10:33,32.190193,118.9891502,5,CN-32,S284113978
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-11-12 11:30,38.7358754,117.3537965,20,CN-12,S284896559
gragoo,灰雁 (Graylag Goose),Anser anser,沉湖 (Chen Lake),2025-11-12 12:21,30.3077087,113.8482552,10,CN-42,S284091802
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沉湖 (Chen Lake),2025-11-12 12:21,30.3077087,113.8482552,20,CN-42,S284091802
gragoo,灰雁 (Graylag Goose),Anser anser,"雨坛镇, 铜陵市 CN-安徽省 30.82268, 117.13602",2025-11-12 12:53,30.822676,117.136017,50,CN-34,S284091008
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"雨坛镇, 铜陵市 CN-安徽省 30.82268, 117.13602",2025-11-12 12:53,30.822676,117.136017,50,CN-34,S284091008
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"雨坛镇, 铜陵市 CN-安徽省 30.82268, 117.13602",2025-11-12 12:53,30.822676,117.136017,150,CN-34,S284091008
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"余杭南湖 (South Lake, Yuhang)",2025-11-12 14:46,30.2575136,119.9171877,0,CN-33,S284110525
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"钱塘江外十工段 (The Outer Tenth Section, Qiantang River)",2025-11-12 14:59,30.3747507,120.6085297,1,CN-33,S284114959
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"钱塘江外十工段 (The Outer Tenth Section, Qiantang River)",2025-11-12 16:15,30.3747507,120.6085297,10,CN-33,S285252540
gragoo,灰雁 (Graylag Goose),Anser anser,大众智能电动汽车中心,2025-11-13 03:28,31.7029764,117.2395384,12,CN-34,S284233818
gragoo,灰雁 (Graylag Goose),Anser anser,"余杭南湖 (South Lake, Yuhang)",2025-11-13 06:10,30.2575136,119.9171877,1,CN-33,S287980208
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,温州龙湾国际机场及附近湿地 (WIA and Surrounding Wetlands),2025-11-13 08:00,27.9092553,120.8556681,8,CN-33,S284286625
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,远景一村,2025-11-13 08:07,38.625185,117.37912,8,CN-12,S284220649
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-13 08:23,40.3708803,115.4655815,50,CN-13,S284220459
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-13 08:23,40.3708803,115.4655815,20,CN-13,S284220459
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙城湿地 (Shacheng Wetlands),2025-11-13 08:23,40.3708803,115.4655815,30,CN-13,S284220459
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-13 08:23,40.3708803,115.4655815,30,CN-13,S284220459
gragoo,灰雁 (Graylag Goose),Anser anser,浐灞国家湿地公园 (Chan Ba National Wetland Park),2025-11-13 11:00,34.4226751,109.000855,15,CN-61,S284230117
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,浐灞国家湿地公园 (Chan Ba National Wetland Park),2025-11-13 11:00,34.4226751,109.000855,25,CN-61,S284230117
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,培隆沙滩 (Peilong Sandbar),2025-11-13 11:18,23.4565545,116.8796865,3,CN-44,S284485087
gragoo,灰雁 (Graylag Goose),Anser anser,小岛河码头 (Xiaodaohe Port),2025-11-13 14:00,37.5979632,118.9581929,1,CN-37,S287132655
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,小岛河码头 (Xiaodaohe Port),2025-11-13 14:00,37.5979632,118.9581929,1,CN-37,S287132655
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,小岛河码头 (Xiaodaohe Port),2025-11-13 14:00,37.5979632,118.9581929,1,CN-37,S287132655
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,小岛河码头 (Xiaodaohe Port),2025-11-13 14:00,37.5979632,118.9581929,1,CN-37,S287132655
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,小岛河码头 (Xiaodaohe Port),2025-11-13 14:00,37.5979632,118.9581929,1,CN-37,S287132655
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"钱塘江四工段 (The Fourth Section, Qiantang River)",2025-11-13 14:39,30.3578927,120.4429865,22,CN-33,S284234347
gragoo,灰雁 (Graylag Goose),Anser anser,西西海湿地 (Xixihai Wetlands),2025-11-14 08:04,38.9203016,117.1898889,6,CN-12,S284344169
gragoo,灰雁 (Graylag Goose),Anser anser,龙袍湿地 (Longpao Wetlands),2025-11-14 10:36,32.190193,118.9891502,15,CN-32,S284379887
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,龙袍湿地 (Longpao Wetlands),2025-11-14 10:36,32.190193,118.9891502,4,CN-32,S284379887
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,青山湖 (Qingshan Lake),2025-11-14 11:58,30.2397529,119.757281,9,CN-33,S284353943
gragoo,灰雁 (Graylag Goose),Anser anser,沙城湿地 (Shacheng Wetlands),2025-11-14 14:26,40.3708803,115.4655815,5,CN-13,S284368523
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-14 14:26,40.3708803,115.4655815,100,CN-13,S284368523
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-14 14:26,40.3708803,115.4655815,15,CN-13,S284368523
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙城湿地 (Shacheng Wetlands),2025-11-14 14:26,40.3708803,115.4655815,200,CN-13,S284368523
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-14 14:26,40.3708803,115.4655815,500,CN-13,S284368523
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北湖草荡 (Beihu Marshland),2025-11-14 15:06,30.347714,119.9294114,6,CN-33,S284368461
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北湖草荡 (Beihu Marshland),2025-11-14 15:06,30.347714,119.9294114,6,CN-33,S284368461
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,小岛河码头 (Xiaodaohe Port),2025-11-14 15:47,37.5979632,118.9581929,1500,CN-37,S284366066
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东营,2025-11-14 16:00,37.9395523,118.8649571,0,CN-37,S298560500
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,东营,2025-11-14 16:00,37.9395523,118.8649571,0,CN-37,S298560500
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,东营,2025-11-14 16:00,37.9395523,118.8649571,0,CN-37,S298560500
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-11-14 16:22,39.777136,116.4605969,50,CN-11,S284373298
gragoo,灰雁 (Graylag Goose),Anser anser,"SHANDONG, CN (37.547, 118.927)",2025-11-14 21:22,37.5473542,118.9270143,3,CN-37,S284465586
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,小岛河码头 (Xiaodaohe Port),2025-11-15 07:21,37.5979632,118.9581929,1,CN-37,S284489139
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园 (Olympic Forest Park),2025-11-15 07:50,40.0225917,116.3919748,13,CN-11,S284486036
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,电子科技大学清水河校区 (University of Electronic Science and Technology of China),2025-11-15 08:11,30.749533,103.930662,0,CN-51,S290990460
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-15 08:12,40.3708803,115.4655815,1,CN-13,S284479446
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙城湿地 (Shacheng Wetlands),2025-11-15 08:12,40.3708803,115.4655815,1,CN-13,S284479446
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-15 08:12,40.3708803,115.4655815,100,CN-13,S284479446
gragoo,灰雁 (Graylag Goose),Anser anser,沙城湿地 (Shacheng Wetlands),2025-11-15 09:00,40.3708803,115.4655815,1,CN-13,S284507823
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-11-15 09:00,40.3708803,115.4655815,1,CN-13,S284507823
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,石臼湖--石场 (Shijiu Lake--Shichang),2025-11-15 09:00,31.5327658,118.9129601,17,CN-32,S284912819
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,石臼湖--石场 (Shijiu Lake--Shichang),2025-11-15 09:00,31.5327658,118.9129601,0,CN-32,S284912819
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,石臼湖--石场 (Shijiu Lake--Shichang),2025-11-15 09:00,31.5327658,118.9129601,0,CN-32,S284912819
gragoo,灰雁 (Graylag Goose),Anser anser,钱塘大湾区湿地公园 (Qiantang Bay Area Wetland Park),2025-11-15 09:15,30.2900206,120.6830097,10,CN-33,S284489091
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-15 09:30,40.0271199,116.3929873,5,CN-11,S284526838
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,青山湖 (Qingshan Lake),2025-11-15 10:00,30.2397529,119.757281,5,CN-33,S285376914
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,青山湖 (Qingshan Lake),2025-11-15 10:00,30.2397529,119.757281,1,CN-33,S285376914
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,青山湖 (Qingshan Lake),2025-11-15 10:00,30.2397529,119.757281,1,CN-33,S285376914
gragoo,灰雁 (Graylag Goose),Anser anser,龙袍湿地 (Longpao Wetlands),2025-11-15 10:35,32.190193,118.9891502,20,CN-32,S284534654
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园北园 (Olympic Forest Park North),2025-11-15 11:03,40.0271199,116.3929873,0,CN-11,S284484251
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南京中山植物园 (Nanjing Botanical Garden),2025-11-15 11:19,32.0527169,118.834219,1,CN-32,S292059039
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,十三陵水库 (Ming Tombs Reservoir),2025-11-15 11:23,40.2605578,116.2608433,3,CN-11,S284495776
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-11-15 13:00,38.7358754,117.3537965,9,CN-12,S284525528
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北大港水库 (Beidagang Reservoir),2025-11-15 13:00,38.7358754,117.3537965,2,CN-12,S284525528
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,两城河口湿地 (Liangcheng Estuary Wetlands),2025-11-15 13:56,35.5620963,119.6444377,3,CN-37,S284496720
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,石狮湿地公园 (Shishi Wetland Park),2025-11-15 14:00,24.7881591,118.6757729,1,CN-35,S310193648
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-15 14:30,37.7590434,118.9921687,400,CN-37,S285677383
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-11-15 14:30,37.7590434,118.9921687,2,CN-37,S285677383
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--一千二管理站 (Yellow River Delta NNR--1.2K Station),2025-11-15 14:56,38.0681366,118.7461626,0,CN-37,S284504221
gragoo,灰雁 (Graylag Goose),Anser anser,常湖池 (Lake Changhuchi),2025-11-15 15:13,29.138195,115.981827,200,CN-36,S284499683
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,常湖池 (Lake Changhuchi),2025-11-15 15:13,29.138195,115.981827,48,CN-36,S284499683
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,常湖池 (Lake Changhuchi),2025-11-15 15:13,29.138195,115.981827,50,CN-36,S284499683
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,常湖池 (Lake Changhuchi),2025-11-15 15:13,29.138195,115.981827,100,CN-36,S284499683
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,远景一村,2025-11-15 15:16,38.625185,117.37912,100,CN-12,S284503889
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"Botanical Gardens on Changjiang Road, Dongying (37.93031, 118.85904)",2025-11-15 15:53,37.930311,118.859036,17,CN-37,S284511726
gragoo,灰雁 (Graylag Goose),Anser anser,吴城 (Wu Cheng),2025-11-16 06:30,29.1863012,116.0184929,44,CN-36,S284865052
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,吴城 (Wu Cheng),2025-11-16 06:30,29.1863012,116.0184929,1,CN-36,S284865052
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,吴城 (Wu Cheng),2025-11-16 06:30,29.1863012,116.0184929,32,CN-36,S284865052
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙城湿地 (Shacheng Wetlands),2025-11-16 07:30,40.3708803,115.4655815,2,CN-13,S284708006
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙城湿地 (Shacheng Wetlands),2025-11-16 07:35,40.3708803,115.4655815,32,CN-13,S284695536
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,灵山风景名胜区 (Lingshan Scenic Area),2025-11-16 08:00,40.0380301,115.4962911,8,CN-11,S285052272
gragoo,灰雁 (Graylag Goose),Anser anser,龙袍湿地 (Longpao Wetlands),2025-11-16 09:15,32.190193,118.9891502,6,CN-32,S285534895
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,龙袍湿地 (Longpao Wetlands),2025-11-16 09:15,32.190193,118.9891502,2,CN-32,S285534895
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,太湖大溪港湿地公园 (Taihu Daxigang Wetland Park),2025-11-16 09:20,31.4557743,120.3934375,6,CN-32,S284677466
gragoo,灰雁 (Graylag Goose),Anser anser,崇湖国家湿地公园 (Chonghu Wetland Park),2025-11-16 09:55,29.9149967,112.2819686,3,CN-42,S284685651
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇湖国家湿地公园 (Chonghu Wetland Park),2025-11-16 09:55,29.9149967,112.2819686,4,CN-42,S284685651
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-11-16 10:00,31.5022878,121.9425813,10,CN-31,S287112255
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-11-16 11:00,40.0173836,116.3938028,0,CN-11,S312284400
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-11-16 11:00,40.0173836,116.3938028,0,CN-11,S312284400
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-11-16 11:00,40.0173836,116.3938028,0,CN-11,S312284400
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙井子水库 (Shajingzi Reservoir),2025-11-16 11:32,38.6587974,117.4106608,300,CN-12,S284690758
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,十三陵水库--七孔桥花海 (Ming Tombs Reservoir--Flower Sea),2025-11-16 11:45,40.2710296,116.2406584,5,CN-11,S284718995
gragoo,灰雁 (Graylag Goose),Anser anser,温岭东海塘 (Wenling East Sea Ponds),2025-11-16 14:14,28.4109047,121.6404358,15,CN-33,S288956676
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,五丰岛 (Wufeng Island),2025-11-16 14:30,30.0936579,120.1213419,10,CN-33,S284739679
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-11-16 14:52,37.7830957,119.0770984,1000,CN-37,S284993013
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-11-16 14:52,37.7830957,119.0770984,50,CN-37,S284993013
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"余杭南湖 (South Lake, Yuhang)",2025-11-16 15:10,30.2575136,119.9171877,20,CN-33,S284722582
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大夫山森林公园 (Dafushan Forest Park),2025-11-16 15:22,22.9477358,113.3073765,6,CN-44,S284708796
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,钱塘大湾区湿地公园 (Qiantang Bay Area Wetland Park),2025-11-16 15:30,30.2900206,120.6830097,0,CN-33,S284769271
gragoo,灰雁 (Graylag Goose),Anser anser,"Egret Garden, Kenli, Dongying (37.8064, 118.98503)",2025-11-16 15:51,37.806415,118.985033,45,CN-37,S284697560
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,山东黄河三角洲国家级自然保护区,2025-11-16 18:00,37.8160369,119.0179473,0,CN-37,S305759018
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,山东黄河三角洲国家级自然保护区,2025-11-16 18:00,37.8160369,119.0179473,0,CN-37,S305759018
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,杭州湾国家湿地公园 (Hangzhou Bay National Wetland Park),2025-11-17 06:30,30.317766,121.1498773,4,CN-33,S284872833
